region,period,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
18000000000 Волгоградская область,66 июнь,"1,737","1,888","2,012","1,939","1,703","2,105","2,339","2,507","1,948","1,654","1,765","1,630","1,433","1,543",933
18000000000 Волгоградская область,120 январь-июнь,"6,857","7,800","7,272","7,646","7,425","7,737","7,710","7,820","7,478","6,623","5,864","6,183","5,478","5,083","3,839"
18000000000 Волгоградская область,65 июль,"1,994","2,296","1,850","1,847","2,424","2,240","1,951","1,874","1,958","1,922","1,958","2,161","1,394","1,459","1,148"
18000000000 Волгоградская область,119 январь-июль,"8,851","10,096","9,122","9,493","9,849","9,977","9,661","9,694","9,436","8,545","7,822","8,344","6,872","6,542","4,987"
18000000000 Волгоградская область,60 август,"2,523","2,637","3,148","2,708","2,540","2,403","2,616","2,860","2,923","2,577","1,965","2,158","2,286","2,034","1,763"
18000000000 Волгоградская область,116 январь-август,"11,374","12,733","12,270","12,201","12,389","12,380","12,277","12,554","12,359","11,122","9,787","10,502","9,158","8,576","6,750"
18000000000 Волгоградская область,108 сентябрь,"3,175","3,129","2,491","2,571","2,640","3,263","3,177","2,725","2,442","2,429","2,065","2,423","2,066","1,759","1,538"
18000000000 Волгоградская область,125 январь-сентябрь,"14,549","15,862","14,761","14,772","15,029","15,643","15,454","15,279","14,801","13,551","11,852","12,925","11,224","10,335","8,288"
18000000000 Волгоградская область,105 октябрь,"1,929","2,137","2,024","2,228","2,344","2,612","2,032","1,874","1,962","1,877","1,426","1,459",571,"1,340","1,318"
18000000000 Волгоградская область,124 январь-октябрь,"16,478","17,999","16,785","17,000","17,373","18,255","17,486","17,153","16,763","15,428","13,278","14,384","11,795","11,675","9,606"
18000000000 Волгоградская область,104 ноябрь,"1,465","1,915","1,628","1,459","1,486","1,837","1,534","1,561","1,452","1,237",996,"1,049",589,"1,124",766
18000000000 Волгоградская область,123 январь-ноябрь,"17,943","19,914","18,413","18,459","18,859","20,092","19,020","18,714","18,215","16,665","14,274","15,433","12,384","12,799","10,372"
18000000000 Волгоградская область,62 декабрь,"1,291","1,783","1,168","1,125","1,217","1,520","1,347","1,061","1,128","1,278",877,"1,001",721,948,752
18000000000 Волгоградская область,118 январь-декабрь,"19,234","21,697","19,581","19,584","20,076","21,612","20,367","19,775","19,343","17,943","15,151","16,434","13,105","13,747","11,124"
60000000000 Ростовская область,115 январь,"1,563","1,539","1,581","1,792","1,605","1,456","1,352","1,357","1,423","1,502","1,228","1,313","1,217","1,169",982
60000000000 Ростовская область,114 февраль,"1,620","1,846","1,614","2,235","1,648","1,815","1,692","1,570","1,978","1,789","1,300","1,671","1,317","1,149","1,666"
60000000000 Ростовская область,M01_02 январь-февраль,"3,183","3,385","3,195","4,027","3,253","3,271","3,044","2,927","3,401","3,291","2,528","2,984","2,534","2,318","2,648"
60000000000 Ростовская область,68 март,"1,755","1,680","2,396","1,620","1,214","1,826","1,258","2,729","1,850","1,357","1,716","1,434","1,314","1,862","1,169"
60000000000 Ростовская область,122 январь-март,"4,938","5,065","5,591","5,647","4,467","5,097","4,302","5,656","5,251","4,648","4,244","4,418","3,848","4,180","3,817"
60000000000 Ростовская область,61 апрель,"2,407","3,329","1,665","2,726","3,661","2,597","2,835","1,677","2,812","3,203","1,372","2,778","2,530","1,445","1,077"
60000000000 Ростовская область,117 январь-апрель,"7,345","8,394","7,256","8,373","8,128","7,694","7,137","7,333","8,063","7,851","5,616","7,196","6,378","5,625","4,894"
60000000000 Ростовская область,67 май,"1,068","1,199","1,724","1,416","1,190","1,348","1,257","1,473","1,646","1,386","1,425","1,153","1,147","1,258",470
60000000000 Ростовская область,121 январь-май,"8,413","9,593","8,980","9,789","9,318","9,042","8,394","8,806","9,709","9,237","7,041","8,349","7,525","6,883","5,364"
60000000000 Ростовская область,66 июнь,"3,076","3,314","3,499","3,344","3,022","3,835","3,888","4,522","3,711","3,245","3,209","3,118","2,921","3,143","1,801"
60000000000 Ростовская область,120 январь-июнь,"11,489","12,907","12,479","13,133","12,340","12,877","12,282","13,328","13,420","12,482","10,250","11,467","10,446","10,026","7,165"
60000000000 Ростовская область,65 июль,"3,355","3,951","2,989","3,307","3,838","3,772","3,160","3,259","3,282","3,043","3,211","3,617","2,627","2,550","2,176"
60000000000 Ростовская область,119 январь-июль,"14,844","16,858","15,468","16,440","16,178","16,649","15,442","16,587","16,702","15,525","13,461","15,084","13,073","12,576","9,341"
60000000000 Ростовская область,60 август,"4,329","4,588","5,420","4,538","4,229","4,290","4,288","4,910","4,914","4,501","3,215","3,578","4,037","3,486","3,277"
60000000000 Ростовская область,116 январь-август,"19,173","21,446","20,888","20,978","20,407","20,939","19,730","21,497","21,616","20,026","16,676","18,662","17,110","16,062","12,618"
60000000000 Ростовская область,108 сентябрь,"5,509","5,836","4,400","4,855","4,991","5,776","5,258","5,011","4,505","4,298","3,703","4,388","3,864","3,588","3,040"
60000000000 Ростовская область,125 январь-сентябрь,"24,682","27,282","25,288","25,833","25,398","26,715","24,988","26,508","26,121","24,324","20,379","23,050","20,974","19,650","15,658"
60000000000 Ростовская область,105 октябрь,"3,418","4,120","3,496","3,837","4,234","4,554","3,466","3,556","3,540","3,542","2,758","2,623","1,404","2,795","2,508"
60000000000 Ростовская область,124 январь-октябрь,"28,100","31,402","28,784","29,670","29,632","31,269","28,454","30,064","29,661","27,866","23,137","25,673","22,378","22,445","18,166"
60000000000 Ростовская область,104 ноябрь,"2,599","3,779","2,946","2,457","2,487","3,653","2,557","2,767","2,599","2,520","1,782","1,954","1,327","2,183","1,393"
60000000000 Ростовская область,123 январь-ноябрь,"30,699","35,181","31,730","32,127","32,119","34,922","31,011","32,831","32,260","30,386","24,919","27,627","23,705","24,628","19,559"
60000000000 Ростовская область,62 декабрь,"2,125","3,759","2,168","2,071","2,014","3,267","2,300","1,955","2,003","2,721","1,571","1,793","1,234","2,040","1,373"
60000000000 Ростовская область,118 январь-декабрь,"32,824","38,940","33,898","34,198","34,133","38,189","33,311","34,786","34,263","33,107","26,490","29,420","24,939","26,668","20,932"
67000000000 Город федерального значения Севастополь,115 январь,"","","","","","","","","",209,201,198,163,133,139
67000000000 Город федерального значения Севастополь,114 февраль,"","","","","","","","","",243,202,234,182,175,225
67000000000 Город федерального значения Севастополь,M01_02 январь-февраль,"","","","","","","","","",452,403,432,345,308,364
67000000000 Город федерального значения Севастополь,68 март,"","","","","","","","","",221,240,243,260,274,196
67000000000 Город федерального значения Севастополь,122 январь-март,"","","","","","","","","",673,643,675,605,582,560
67000000000 Город федерального значения Севастополь,61 апрель,"","","","","","","","","",374,314,360,312,230,142
67000000000 Город федерального значения Севастополь,117 январь-апрель,"","","","","","","","","","1,047",957,"1,035",917,812,702
67000000000 Город федерального значения Севастополь,67 май,"","","","","","","","","",217,200,179,189,177,103
67000000000 Город федерального значения Севастополь,121 январь-май,"","","","","","","","","","1,264","1,157","1,214","1,106",989,805
67000000000 Город федерального значения Севастополь,66 июнь,"","","","","","","","","",461,464,481,430,467,241
67000000000 Город федерального значения Севастополь,120 январь-июнь,"","","","","","","","","","1,725","1,621","1,695","1,536","1,456","1,046"
